name,essround,edition,proddate,idno,cntry,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtat,prtvtabe,prtvtch,prtvtcz,prtvade1,prtvade2,prtvtdk,prtvtee,prtvtaes,prtvtfi,prtvtfr,prtvtgb,prtvtagr,prtvthu,prtvtie,prtvtis,prtvtait,prtvtlu,prtvtanl,prtvtno,prtvtpl,prtvtpt,prtvtse,prtvtasi,prtvtsk,prtvttr,prtvtua,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtclat,prtclabe,prtclch,prtclcz,prtclade,prtcldk,prtclee,prtclaes,prtclfi,prtclfr,prtclgb,prtclagr,prtclhu,prtclie,prtclis,prtclait,prtcllu,prtclanl,prtclno,prtclapl,prtclapt,prtclse,prtclasi,prtclsk,prtcltr,prtclua,prtdgcl,mmbprty,prtmbat,prtmbabe,prtmbch,prtmbcz,prtmbdk,prtmbade,prtmbee,prtmbaes,prtmbfi,prtmbfr,prtmbgb,prtmbagr,prtmbhu,prtmbie,prtmbis,prtmbait,prtmblu,prtmbanl,prtmbno,prtmbapl,prtmbpt,prtmbse,prtmbasi,prtmbsk,prtmbtr,prtmbua,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipa,brncntr,cntbrtha,livecntr,lnghoma,lnghomb,blgetmg,facntr,fbrncnt,mocntr,mbrncnt,mdlswgt,mdhair,mdmemo,mdhappy,mdsexlf,hltherb,mdsdeff,prfmddc,ddprsmd,usmdprs,usmprse,advsthr,prcsthr,advhach,prchach,advslep,prcslep,advbach,prcbach,chsrgp,prfsmdc,tmcnsdc,illcure,pplcure,pprlydc,psmdcpr,follwdc,dsplvpr,dckptrt,dctreql,dcdisc,ptnrlcq,dcadmms,dcdfcwr,ctzhlpo,scbevts,ctzchtx,tstrprh,tstfnch,tstpboh,rprochg,fodcncl,bnkfldl,scndhfl,pboafvr,wrytrdh,pyavtxw,slcnflw,flinsrw,pbofvrw,mnyacth,olwmsop,ignrlaw,bsnprft,frmwktg,cmprcti,frdbnft,kptchng,payavtx,slcnsfl,musdocm,flinsr,pbofvr,flgvbnf,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,gndr16,gndr17,gndr18,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,yrbrn16,yrbrn17,yrbrn18,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshipa16,rshipa17,rshipa18,domicil,hhmodwl,rmhhus,edulvla,eisced,edlvbe,edlvach,edlvcz,edlvde,edlvadk,edlvee,edlvaes,edlvfr,edlvagb,edlvgr,edlvahu,edlvie,edlvait,edlvlu,edlvnl,edlvno,edlvapl,edlvpt,edlvse,edlvsk,edlvua,edufld,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngdk,dngref,dngna,icomdng,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkdcpce,wkhct,wkhtot,iscoco,nacer11,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnt,pphincr,hincfel,brwmny,partner,edulvlpa,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,icomdnp,mnactp,crpdwkp,iscocop,emprelp,emplnop,jbspvp,njbspvp,wkdcorp,ioactp,wkhtotp,edulvlfa,emprf14,emplnof,jbspvf,occf14a,edulvlma,emprm14,emplnom,jbspvm,occm14a,atncrse,marital,martlfr,lvghw,lvgoptn,lvgptn,lvgptne,icmsw,dvrcdev,chldhm,chldhhe,moalv,faalv,gdsprt,clmrlx,actvgrs,frshrst,lfintr,wmcpwrk,mnrsphm,mnrgtjb,prntghr,prrfmly,icptn,yrlvptn,dsgrhwk,dsgrmny,dsgrpwk,gwhhprc,gwdvhwk,icptnwk,wkengtp,wkovtmp,ptnwkwe,hwktwd1,hwkpwd1,hwkpwdp,hwktwe1,hwkpwe1,hwkpwep,ichwk1,hwktwd2,hwkpwd2,hwktwe2,hwkpwe2,ichwk2,tngdohm,hwkmono,chdohwk,hwkstrs,hmeqphw,lkafohh,updhlrl,updhlrp,cld12hh,cldcrot,cldcrmr,cldnhh,cldnhhn,iccldnh,cldnhhg,clnhhyb,clnhhbo,clnhhby,cldnhhd,clfncsp,clhwksp,clfncrc,clhwkrc,icag45y,plnchld,icmnac,icempl,jbcoedu,jbedyrs,jblrn,vrtywrk,jbrqlrn,jbscr,wgdpeft,hlpcowk,dcsfwrk,hlthrwk,wrkhrd,nevdnjb,oprtad,nbsrsp,bsmw,ppwwkp,yrcremp,trndnjb,wrkspv,smbtjoba,rpljbde,tmtowrk,wrkengt,wkovrtm,wrkwe,wrywprb,trdawrk,jbprtfp,icnopfm,pfmfdjb,dfcnswk,icemplr,grspay,netpay,payprd,stdlvl,prmpls,quclss,tchtruf,stdtruf,tchints,tchlcrt,stdask,stpvtfm,fmpvtst,tchlp,stdhrsw,stdmcdo,crspce,rtryr,wntrtr,icagu70,ipjbscr,ipjbhin,ipjbprm,ipjbini,ipjbwfm,wkhsch,fstjbyr,yrspdwk,icgndr,icchld,flthmcc,fthcncr,ptmhmcc,pthcncr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,regionat,regionbe,regioach,regioncz,regionde,regiondk,regionee,regiones,regioafi,regionfr,regiongb,regiongr,regionhu,regionie,regionis,regionit,regionlu,regionnl,regionno,regionpl,regionpt,regionse,regionsi,regionsk,regiontr,regionua,intewde,inwdd,inwmm,inwyr,inwshh,inwsmm,inwehh,inwemm,inwtm,spltadma,supqad1,supqad2,supqdd,supqmm,supqyr,dweight,pspwght,pweight
ESS2e03_6,2,3.6,01.12.2018,4618,CH,4,1,3,1,1,1,0,3,7,3,3,4,2,,7,8,,,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,6,6,7,7,8,4,2,3,4,,3,3,3,5,5,4,8,6,1,3,2,2,2,3,1,7,,,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,LK,2,LK,3,TAM,000,1,2,LK,2,LK,4,4,4,4,4,2,5,3,6,2,4,4,,4,,4,,4,,1,1,1,2,2,2,,2,5,,,4,,2,4,2,4,2,4,4,4,1,1,1,1,1,2,4,3,3,3,4,1,4,3,,,1,5,1,1,1,1,1,1,4,2,1,1,1,,,,,,,,,,,,,,,1967,37,1964,1996,1999,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,4,2,4,2,2,,2,,,,,,,,,,,,,,,,,,,,1,14.0,0,0,0,0,0,0,0,1,0,0,0,0,2,,8,2,1,1994,1,,1,1,2,,7,2,5,35.0,36.0,3310,80,2,2,,,3,1,8,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,7412,1,,1,3.0,5,3,41.0,3,1,,1,6,2,3,,,,2,1,,1,,,2,1,2,1,,1,2,2,2,2,2,2,3,2,3,2,2,1,1995,1,1,1,3,3,1,1,1,1,4.0,6,1,2,3,4,2,,,,,,4,4,2,4,4,1,1,1,1,9,3,2,,,,,,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,,4,43.0,1991,3.0,1,1,6,3,1,,2,5,2,4,1,2,5,1,2,2,2,1,5,1,5,1,2,1,2,1,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,17,11,2004,15,28,16,19,51,1,,1,17,11,2004,1.0677000284194946,0.6390424370765686,0.287203311920166
ESS2e03_6,2,3.6,01.12.2018,4190,CH,0,,4,1,1,1,6,2,5,5,3,3,3,4,3,4,4,3,4,6,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,4,5,6,6,4,2,4,4,7,2,2,2,6,6,5,8,4,1,3,2,2,2,3,1,2,,,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,66,1,66,4,4,4,4,4,2,4,3,4,2,4,3,,1,,1,,8,6,1,1,1,3,3,2,2,3,4,1,3,4,2,,2,2,3,1,2,2,2,2,1,1,1,1,2,3,3,3,3,2,4,3,2,2,4,1,1,1,1,1,1,1,1,5,2,1,2,1,2,,,,,,,,,,,,,,1971,33,1964,1996,1996,2001,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,5,1,4,3,3,,7,,,,,,,,,,,,,,,,,,,,1,9.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,,,2,0,,1,2,,2,7,6,72.0,85.0,6130,1,2,2,,,3,1,5,4,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,6130,2,0,2,,6,7,80.0,5,2,2,,3,3,2,1,,6,2,1,,1,,,2,1,2,1,,1,1,2,3,4,4,3,2,2,4,4,2,1,1993,1,1,1,3,3,1,4,1,5,2.0,6,1,6,6,1,2,,,,,,2,4,2,4,6,1,5,2,1,9,3,2,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,0.0,4,1,5,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,4,50.0,1988,16.0,1,1,1,,2,4,1,5,2,4,2,2,4,2,4,2,2,2,2,2,3,2,2,1,2,3,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,27,11,2004,10,13,11,7,54,2,,1,27,11,2004,1.059399962425232,1.2873579263687134,0.287203311920166
ESS2e03_6,2,3.6,01.12.2018,3397,CH,4,1,7,2,1,1,7,8,5,2,2,3,4,10,8,6,2,7,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,4,8,10,1,7,2,2,4,4,2,3,3,3,4,6,5,8,6,1,3,2,1,1,3,1,2,,,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,66,1,66,4,2,4,4,4,2,1,4,4,2,4,3,,1,,2,,3,,1,1,1,2,1,2,5,2,4,2,4,4,3,1,3,2,4,2,4,4,4,1,1,1,1,1,1,2,3,3,3,4,3,2,2,2,2,5,1,1,1,1,1,1,1,5,1,2,2,1,1,,,,,,,,,,,,,,1986,18,1960,1960,1990,2000,,,,,,,,,,,,,,3,6,4,4,,,,,,,,,,,,,,4,2,4,2,2,,2,,,,,,,,,,,,,,,,,,,,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,2,,2,1,,,1,,2,2,2,,3,0,0,36.0,36.0,4115,75,2,2,,,3,1,,3,2,,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,3,1,,,5,2,3,,,,2,5,,,,2,2,2,,2,2,1,1,2,2,3,6,2,2,1,4,5,2,2,,,,,,,,,,,,,,,,,,,2,,2,2,4,2,2,5,10,2,1,2,2,,,2,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,4,4,2,2,3,4,4,2,8,2,2,,,1,4,4,5,4,5,40.0,2002,4.0,2,,,,,,1,4,2,2,2,2,5,2,2,2,2,2,2,3,2,3,2,1,1,2,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,25,11,2004,18,55,19,30,35,2,,1,25,11,2004,1.6016000509262085,1.0587555170059204,0.287203311920166
ESS2e03_6,2,3.6,01.12.2018,4816,CH,7,1,5,1,1,1,1,4,8,8,3,4,2,3,3,7,2,,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,7,5,4,7,3,2,2,,2,8,2,2,2,5,7,5,7,6,1,3,2,3,2,3,1,1,,,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,66,1,66,4,4,4,4,4,2,2,4,4,1,4,4,,1,,4,,4,,1,1,3,2,2,4,2,2,4,2,2,4,2,3,3,2,4,1,4,4,4,1,1,1,1,1,2,3,3,3,4,2,2,4,2,2,3,1,1,1,1,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,1945,59,1939,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,2,4,2,2,,2,,,,,,,,,,,,,,,,,,,,1,8.0,0,0,0,0,0,0,0,1,0,0,0,0,2,,8,2,1,1990,1,,1,2,2,,7,1,2,25.0,27.0,9132,55,2,2,,,3,4,2,6,3,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,2,,,,,,,,,2,2,1,,7,2,2,1,,7,2,1,,1,,,2,1,2,2,1,1,2,1,2,2,3,2,2,2,3,2,2,1,1966,1,1,1,3,3,2,,,,3.0,2,2,1,1,1,2,,,,,,4,4,2,4,7,2,1,1,2,,,1,3,2,,,1966,1975,0,3,3,3,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,3,4,25.0,1962,14.0,1,1,1,,1,,2,4,2,4,2,2,2,2,2,2,2,2,3,2,5,2,2,1,2,2,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,24,9,2004,13,2,13,49,47,2,,1,24,9,2004,1.0677000284194946,0.7341721653938293,0.287203311920166
ESS2e03_6,2,3.6,01.12.2018,2245,CH,2,1,7,1,1,1,7,3,7,1,2,3,2,7,9,9,5,5,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,3,3,6,4,3,2,1,5,4,7,1,1,2,5,7,4,8,5,1,3,2,4,2,3,2,,1,2,1,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,66,1,66,3,2,1,1,1,5,5,4,4,1,4,3,,3,,4,,4,,1,1,5,4,2,2,2,1,5,4,4,4,2,1,2,3,4,4,2,2,2,3,5,1,1,1,2,3,4,3,4,1,2,5,4,2,2,1,3,1,1,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,1975,29,1975,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,2,5,5,5,,12,,,,,,,,,,,,,,,,,,,,12,18.0,1,0,0,0,0,0,0,0,0,0,0,0,2,,1,,,,1,,2,3,2,,10,1,10,42.0,43.0,2412,75,2,1,2,1,3,1,9,4,2,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,2320,1,,2,,9,7,20.0,5,1,,1,2,3,1,,2,6,2,5,,,,1,,2,,2,2,1,1,2,5,5,5,2,4,2,5,5,2,1,2002,6,3,3,3,3,1,1,1,1,2.0,4,3,4,4,3,2,,,,,,2,2,1,2,10,2,1,1,2,,,2,,,,,,,,,,,,1,3,1,1,1,5,5,4,4,3,3,4,4,2,2,4,3,5,1,4,2004,3,2,1,4,60.0,1,1,1,3,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,42.0,2000,4.0,1,2,,,,,2,3,6,2,2,4,6,6,6,4,1,3,2,4,6,4,3,1,1,2,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,16,11,2004,19,29,20,36,67,2,,1,16,11,2004,1.0649000406265259,1.294041395187378,0.287203311920166
ESS2e03_6,2,3.6,01.12.2018,1290,CZ,7,2,7,,3,3,1,5,7,2,3,3,3,3,4,5,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,2,2,6,4,1,3,3,4,,2,2,2,3,4,3,2,6,2,2,2,2,3,3,2,,1,1,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,CZE,000,2,1,66,1,66,4,4,5,5,3,1,2,5,4,1,4,4,,1,,1,,4,,2,1,2,5,4,4,3,1,4,3,2,3,4,1,4,3,4,1,3,3,3,,,,,1,4,3,4,4,4,4,2,4,1,1,3,,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,1933,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,3,,,3,,,,,,,,,,,,,,,,,,,1,11.0,0,0,0,0,0,1,0,0,0,0,0,0,2,,6,2,2,,,,,,,,,,,,,,,,2,,,2,4,,7,,3,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,3,1,,2,7,2,1,,2,7,2,4,,,,2,2,1,,2,1,2,2,6,5,5,4,5,2,1,3,3,2,2,,,,,,,,,,,,,,,,,,3.0,2,,2,2,3,2,2,4,7,2,1,1,2,,,1,2,2,,,1962,1966,0,3,3,3,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,1,2,,,,,,,1952,36.0,1,1,3,2,1,,,,,,,,,,,,,,2,5,4,6,2,6,5,2,6,,,,11,,,,,,,,,,,,,,,,,,,,,,,,8,12,2004,13,25,15,5,100,1,,1,8,12,2004,1.4282000064849854,0.9592067003250122,0.2861649692058563
ESS2e03_6,2,3.6,01.12.2018,273,CZ,5,1,2,1,1,1,1,1,2,2,4,5,4,2,4,5,3,3,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,2,2,9,7,6,5,1,2,2,7,1,1,3,7,5,4,8,4,1,4,1,3,3,3,1,1,,,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,CZE,000,2,1,66,1,66,2,1,2,4,1,2,2,4,4,2,2,1,,2,,3,,3,,1,1,3,5,2,4,1,1,2,2,1,2,2,1,5,2,5,2,3,4,2,3,4,1,1,2,2,1,4,2,4,4,4,2,2,2,2,2,1,4,1,3,2,2,1,2,2,1,,,,,,,,,,,,,,,,,1954,50,1953,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,4,2,2,,,1,,,,,,,,,,,,,,,,,,,1,9.0,1,0,0,0,0,0,0,0,0,0,0,0,2,,1,,,,2,0,,2,2,,3,0,5,45.0,60.0,9211,1,1,1,2,1,2,2,,4,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,7120,2,0,1,10.0,8,0,60.0,2,1,,2,7,2,1,,2,7,2,1,,1,,,2,1,2,2,1,1,2,3,3,2,2,2,2,1,2,2,2,1,1973,1,4,4,3,3,1,4,4,4,3.0,4,3,8,3,3,2,,,,,,4,2,1,4,10,2,5,1,2,,,1,3,2,,,1973,1978,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,20.0,4,6,4,2,3,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,1,5,5,2,4,2,40.0,1968,28.0,1,1,6,3,4,3,2,2,1,2,3,1,3,4,6,1,1,4,1,2,2,3,2,2,4,3,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,21,,2004,17,10,18,25,75,1,,1,21,,2004,0.14880000054836273,0.13197006285190582,0.2861649692058563
ESS2e03_6,2,3.6,01.12.2018,5250,CZ,4,1,2,1,1,1,1,3,5,2,3,3,3,3,3,3,3,2,4,5,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,5,5,5,2,2,4,3,4,3,3,4,1,2,2,5,3,1,3,2,2,2,3,2,,2,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,CZE,000,2,1,66,1,66,5,4,3,5,3,2,2,4,,2,4,3,,4,,3,,4,,1,1,2,3,4,3,3,2,3,2,3,4,3,2,2,2,4,2,4,4,3,1,1,1,1,1,3,2,4,4,4,2,3,3,4,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1968,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,,,2,,,,,,,,,,,,,,,,,,,1,12.0,1,0,0,0,0,0,0,0,0,0,0,0,2,,1,,,,1,,1,2,2,,1,1,2,42.0,42.0,4131,93,2,2,,,2,1,3,7,2,3,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,3,1,,2,7,3,1,,2,7,2,3,,,,,2,2,,2,2,1,1,3,3,3,3,3,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,1.0,6,3.0,6,2,4,2,2,4,5,2,3,1,2,,,2,,,,,,,,,,,,1,,1,1,1,1,2,2,2,3,3,3,2,3,2,4,3,3,1,2,1999,4,2,3,5,35.0,3,3,3,3,3,3,2,,,1,511.5089416503906,,5,,,,,,,,,,,,,,,,,1,4,4,3,3,4,50.0,1981,23.0,2,,,,,,5,5,3,5,5,3,5,3,3,5,3,5,5,3,5,3,4,3,3,4,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,22,,2004,18,0,19,30,90,3,,1,22,,2004,0.323199987411499,0.44524088501930237,0.2861649692058563
ESS2e03_6,2,3.6,01.12.2018,177,CZ,5,2,1,1,2,1,1,5,7,5,3,5,4,1,3,2,0,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,8,2,7,7,3,4,3,3,3,3,3,2,3,4,4,6,2,,2,2,3,3,3,2,,2,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,CZE,000,2,1,66,1,66,,,5,4,,1,2,5,5,2,4,1,,1,,1,,4,,,1,3,5,,3,2,2,4,,3,3,4,5,,,4,5,4,,5,1,1,1,1,1,2,4,4,3,3,2,,5,3,2,1,,1,,1,,1,1,1,2,1,2,,,,,,,,,,,,,,,,,1944,60,1948,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,2,3,3,3,,,2,,,,,,,,,,,,,,,,,,,6,,1,0,0,0,0,0,0,0,0,0,0,0,2,,1,,,,1,,1,2,2,,4,4,5,20.0,30.0,2331,80,2,2,,,1,1,4,4,1,,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,2331,1,,2,,3,5,25.0,3,1,,2,2,3,,,,,2,1,,1,,,2,1,2,2,2,2,2,3,2,3,1,4,2,3,1,4,2,1,1970,1,1,1,3,3,1,1,2,1,,,,3,4,4,2,,,,,,5,2,3,5,8,2,1,2,2,,,2,,,,,,,,,,,,2,,1,1,1,4,2,3,3,4,4,3,2,1,2,5,,4,1,3,1988,3,2,9,3,30.0,1,3,1,2,3,3,2,,2,1,,,,,,,,,,,,,,,,,,,,1,5,4,,3,,50.0,1969,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,10,2004,20,0,21,15,75,1,,1,,10,2004,0.652899980545044,0.5778080821037292,0.2861649692058563
ESS2e03_6,2,3.6,01.12.2018,220,CZ,6,2,7,2,1,1,0,5,5,8,3,3,3,3,0,6,2,2,4,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,7,9,1,10,9,,,,,5,,,,5,,5,5,5,1,3,2,1,2,3,2,,2,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,CZE,000,2,1,66,1,66,5,5,5,5,5,5,1,5,3,1,4,1,,1,,1,,4,,1,1,1,4,3,2,3,1,5,4,2,5,1,1,2,2,5,3,3,3,5,1,,,1,1,3,1,4,4,4,2,1,2,1,3,2,5,1,,1,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,1947,57,1947,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,4,3,3,,,2,,,,,,,,,,,,,,,,,,,1,12.0,0,0,0,0,0,1,0,0,0,0,0,0,2,,6,2,1,2000,1,,,3,2,,0,0,0,42.0,42.0,8211,1,2,2,,,2,2,3,3,,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,7222,2,,2,,10,10,60.0,3,1,,2,7,2,1,,2,7,2,1,,1,,,2,1,2,2,1,2,2,3,3,3,3,2,3,1,5,2,1,1,1969,1,1,1,1,2,1,2,4,1,4.0,5,2,4,4,3,2,,,,,,2,2,1,5,7,2,2,1,2,,,2,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2,1,5,4,4,4,5,42.0,1966,34.0,1,2,,,,,2,5,2,6,1,1,2,5,6,4,1,1,6,1,6,1,2,1,3,6,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,18,10,2004,10,0,11,30,90,1,,1,18,10,2004,0.4165000021457672,0.41325923800468445,0.2861649692058563
