name,essround,edition,proddate,idno,cntry,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtaat,prtvtabe,prtvtbg,prtvtach,prtvtcy,prtvbde1,prtvbde2,prtvtadk,prtvtaee,prtvtaes,prtvtfi,prtvtafr,prtvtagb,prtvtahu,prtvtie,prtvtlv,prtvtbnl,prtvtno,prtvtapl,prtvtapt,prtvtro,prtvtru,prtvtse,prtvtbsi,prtvtask,prtvtaua,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtclaat,prtclabe,prtclbg,prtclach,prtclcy,prtclbde,prtcladk,prtclaee,prtclaes,prtclfi,prtclafr,prtclagb,prtclahu,prtclaie,prtcllv,prtclnl,prtclno,prtclbpl,prtclbpt,prtclro,prtclru,prtclse,prtclbsi,prtclask,prtclaua,prtdgcl,mmbprty,prtmbaat,prtmbabe,prtmbbg,prtmbach,prtmbcy,prtmbbde,prtmbadk,prtmbaee,prtmbaes,prtmbfi,prtmbafr,prtmbagb,prtmbahu,prtmbie,prtmblv,prtmbnl,prtmbno,prtmbbpl,prtmbapt,prtmbro,prtmbru,prtmbse,prtmbbsi,prtmbask,prtmbaua,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,brghmwr,brghmef,crvctwr,crvctef,trrenyr,trrcnyr,trrprsn,trrtort,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipa,brncntr,cntbrtha,livecntr,lnghoma,lnghomb,blgetmg,facntr,fbrncnt,mocntr,mbrncnt,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,brnmm,icsbfm,ageadlt,agemage,ageoage,adllvhm,adftjob,adlvptn,adpnt,oldfrl,oldgpnt,oldhlpo,iaglptn,iaglvmr,iagpnt,iagrtr,tygledu,tygsexi,tyglvp,tyglvmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,rpntyng,rwkold,rnvcld,rlvgptn,rcldnmr,rftjbyc,rdvcyc,plnftr,wrinco,rspslvo,svclvo,wkvlorg,hlpoth,atnoact,optftr,pstvms,flrms,lfcllk,fltdpr,flteeff,slprl,wrhpp,fltlnl,enjlf,fltsd,cldgng,enrglot,fltanx,flttrd,absddng,fltpcfl,fltbrd,fltrstm,dclvlf,enjstm,lchshcp,lrnnew,accdng,plprftr,wrbknrm,pactlot,stflfsf,stfsdlv,fmlenj,fmlstrs,chlrnnw,pplahlp,trtrsp,trtunf,rcndsrv,dngval,hlprtrn,nhpftr,ppllfcr,lfwrs,flclpla,fstwttv,pdwrkcr,stfjb,stfjbot,jbintr,jbstrs,uempnyr,pdaprp,inccmp,inccmpw,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,yrbrn,age,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,domicil,edulvla,eisced,edlvbe,edlvbg,edlvbch,edlvcy,edlvade,edlvadk,edlvaee,edlvaes,edlvafr,edlvgb,edlvahu,edlvaie,edlvlv,edlvnl,edlvno,edlvapl,edlvapt,edlvro,edlvru,edlvase,edlvsi,edlvsk,edlvua,edufld,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngdk,dngref,dngna,mainact,mnactic,rtdsbyr,ablrtr,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,wkhtot,iscoco,nacer11,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnt,hincfel,brwmny,partner,edulvlpa,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,iscocop,emprelp,emplnop,jbspvp,njbspvp,wkdcorp,ioactp,wkhtotp,edulvlfa,emprf14,emplnof,jbspvf,occf14a,edulvlma,emprm14,emplnom,jbspvm,occm14a,atncrse,maritala,lvghwa,lvgptna,lvgptne,dvrcdev,chldhm,chldhhe,fxltph,mbltph,inttph,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,regionat,regionbe,regionbg,regioach,regioncy,regionde,regiondk,regionee,regioaes,regioafi,regionfr,regiongb,regionhu,regioaie,regionlv,regionnl,regionno,regionpl,regionpt,regionro,regionru,regionse,regionsi,regionsk,regionua,intewde,inwdds,inwmms,inwyys,inwshh,inwsmm,inwdde,inwmme,inwyye,inwehh,inwemm,inwtm,spltadmb,supqad1,supqad2,supqdd,supqmm,supqyr,dweight,pspwght,pweight
ESS3e03_7,3,3.7,01.12.2018,9519.0,BG,6,2,1,1,1,1,1,1,5,4,3,3,3,0,0,0,0,0,3,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,3,3,,3,3,2,6,,3,,5,5,6,6,4,1,3,2,3,3,2,3,2,2,3,2,,2,3,1,,,,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,BUL,000,2,1,66,1,66,1,1984,1984,1,1984,1,1984,1,1,1994,,,,,11,2,0,0,0,3,3,3,3,2,2,2,,26,26,,18,18,24,24,24,,,,65,3,3,3,,,2,2,2,3,3,,2,2,7,5,1,6,6,6,1,1,5,1,2,2,2,4,1,4,2,4,4,2,2,4,4,1,4,5,1,5,2,1,2,4,1,5,5,5,0,4,1,4,2,4,2,5,1,1,1,5,3,1,9,5,5,3,3,2,3,1,5,2,1,2,2,1,,,,,,,,,,,1967,39.08000183105469,39,1964,1994,1945,1940,,,,,,,,,,,1,2,3,3,,,,,,,,,,,3,3,0,,4,,,,,,,,,,,,,,,,,,,,,,12,12.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,4,,,,1,,1,3,2,,2,2,40.0,40.0,7436,18,2,2,,,2,1,4,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,7230,1,,2,,2,3,40.0,2,1,,2,7,2,1,,2,7,2,1,1,,2,2,1,,1,1,2,3,6,3,3,1,2,3,2,3,1,3,3,3,3,3,2,4,1,1,1,4,,,16,,,,,,,,,,,,,,,,,,,,,,,,19,12,2006,17,30,19,12,2006,18,40,70,1,,1,19,12,2006,1.5358999967575073,1.131018042564392,0.4767642021179199
ESS3e03_7,3,3.7,01.12.2018,9004.0,BG,7,2,0,,2,2,1,0,6,2,3,3,3,5,5,8,3,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,5,5,8,2,1,,3,10,3,3,3,5,5,5,7,5,1,4,1,3,1,2,3,2,3,3,1,1,2,3,1,,,,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,BUL,000,2,1,66,1,66,1,1996,1995,1,1996,1,1996,1,1,1997,,,,,5,1,18,40,60,1,1,1,1,3,4,5,0,0,25,55,18,,18,18,16,,0,,0,1,5,5,5,1,3,2,1,3,3,3,3,6,,10,1,6,4,6,1,1,2,4,1,2,2,3,1,3,2,1,3,1,2,4,3,2,1,1,1,4,1,1,2,,4,9,5,6,0,3,1,6,3,6,1,1,3,1,2,2,4,1,9,1,4,0,2,3,1,1,4,1,2,2,1,,,,,,,,,,,,1976,30.579999923706055,30,1948,1977,1997,,,,,,,,,,,,3,1,2,,,,,,,,,,,,1,3,0,,4,,,,,,,,,,,,,,,,,,,,,,13,13.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,0,,,,1,,1,,1,2.0,8,1,40.0,40.0,100,,2,2,,,3,1,3,3,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,7436,1,,2,,0,0,50.0,2,1,,2,,3,1,,,,2,1,1,,2,2,1,,1,1,2,3,1,1,1,,3,1,1,3,2,3,3,1,1,3,1,3,1,1,1,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,12,12,2006,17,15,12,12,2006,18,30,75,1,,1,12,12,2006,1.151900053024292,2.051568031311035,0.4767642021179199
ESS3e03_7,3,3.7,01.12.2018,1707.0,BG,3,1,0,,2,0,0,1,3,1,3,3,3,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,3,0,1,2,3,2,0,,,4,0,10,10,3,4,1,2,1,4,1,1,2,2,2,3,2,2,3,3,1,,,,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,BUL,000,2,1,66,1,66,1,,0,1,1988,1,1988,1,3,1989,1997,0,,,12,2,0,0,0,2,5,4,4,1,2,5,30,30,30,60,17,18,20,20,20,60,0,40,60,2,3,3,3,3,2,2,1,2,3,3,2,0,10,10,1,5,5,6,2,2,1,1,2,3,3,1,2,1,2,,2,3,3,2,1,2,1,4,1,1,1,1,1,1,2,0,0,5,1,1,0,2,0,2,2,2,1,1,1,1,3,1,0,0,3,,4,5,2,1,5,2,1,2,2,2,,,,,,,,,,,1969,37.0,37,1964,1989,1991,1997,,,,,,,,,,,1,2,2,2,,,,,,,,,,,4,3,0,,4,,,,,,,,,,,,,,,,,,,,,,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,10,,,,1,,1,1,1,1.0,0,0,40.0,40.0,5122,80,2,1,2,2,1,1,1,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,2,1,,2,5,2,1,,2,5,2,1,1,,2,2,1,,2,1,2,5,5,2,2,2,2,2,3,2,2,2,2,2,2,4,2,4,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,16,12,2006,15,30,16,12,2006,16,20,50,1,,1,16,12,2006,1.5358999967575073,1.3140439987182617,0.4767642021179199
ESS3e03_7,3,3.7,01.12.2018,6907.0,BG,7,4,3,3,2,2,0,2,5,2,2,2,3,1,1,3,1,1,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,3,1,3,3,3,7,4,4,4,1,,,2,7,1,3,2,2,2,3,2,3,2,3,1,4,3,2,1,,,,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,BUL,000,2,1,66,1,66,1,1952,0,1,1953,1,1953,1,2,1955,1957,4,1982,2,11,2,20,38,60,2,5,5,5,1,1,5,19,24,30,60,16,18,18,22,22,50,0,40,65,1,3,3,5,3,1,3,1,3,3,4,3,2,7,5,1,6,2,6,3,3,2,3,1,1,1,2,2,2,1,1,2,1,2,3,3,2,3,1,3,3,2,2,2,3,1,5,5,6,1,1,6,3,1,4,3,3,1,1,1,1,4,2,,,,,,,,,1,1,,,,,,,,,,,,,,,1933,73.08000183105469,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,,4,,,,,,,,,,,,,,,,,,,,,,4,13.0,0,0,0,0,0,1,0,0,0,0,0,0,,6,1992,,2,1,2001,1,,3,1,1,8.0,9,,40.0,60.0,1311,1,2,2,,,2,4,1,2,3,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,2,1,,2,6,2,1,,1,6,2,6,,2,1,2,2,1,2,2,2,3,4,2,2,3,3,2,5,5,3,3,3,2,1,1,2,3,2,2,2,3,,,11,,,,,,,,,,,,,,,,,,,,,,,,1,12,2006,10,2,1,12,2006,12,4,122,1,,1,1,12,2006,0.3840000033378601,0.2944279909133911,0.4767642021179199
ESS3e03_7,3,3.7,01.12.2018,3406.0,BG,3,2,0,,2,1,7,0,0,0,2,1,4,4,5,5,3,3,5,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,3,2,0,1,,1,2,10,1,1,1,10,5,9,8,2,1,5,1,4,1,1,2,2,3,4,1,2,3,3,1,,,,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,BUL,000,2,1,66,1,66,1,1980,0,1,1976,1,1976,1,2,1977,1985,1,2001,,6,1,32,53,65,1,5,3,5,1,5,3,24,24,26,60,17,24,24,24,25,60,,42,60,1,4,4,3,3,1,2,1,4,4,3,2,3,10,6,2,6,6,6,2,1,3,4,1,1,2,3,1,3,1,1,4,1,2,4,3,1,4,3,2,2,1,1,1,4,3,7,0,6,0,6,6,5,0,5,1,2,2,1,1,2,4,1,6,7,6,0,4,5,6,4,1,2,,,,,,,,,,,,,,,1959,47.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,,5,,,,,,,,,,,,,,,,,,,,,,8,13.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,7,,,,1,,1,2,2,,0,0,40.0,40.0,3231,85,1,2,,,1,1,1,4,2,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,3,1,,2,5,3,1,,1,1,2,1,2,2,2,1,2,1,1,1,2,1,3,1,1,1,2,2,3,1,3,4,2,1,1,4,3,5,1,1,2,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,12,2006,13,30,3,12,2006,14,45,75,3,,1,3,12,2006,0.3840000033378601,0.24163925647735596,0.4767642021179199
ESS3e03_7,3,3.7,01.12.2018,2812.0,CH,0,,0,,4,3,7,7,6,5,1,1,5,7,9,8,4,4,2,3,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,4,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,,,,,,,,,,,,,,,,,,,,,,7,7,8,6,9,7,6,5,3,5,4,2,2,3,3,5,3,3,7,6,1,4,2,1,3,3,4,,2,3,2,3,1,3,1,2,,,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,66,1,66,1,1984,1985,1,2000,2,,2,,,,,,,5,1,0,30,60,4,4,2,2,4,2,4,0,0,0,0,15,16,111,18,18,0,25,40,0,3,2,2,2,3,2,3,3,3,2,2,2,4,3,2,1,1,2,3,2,2,2,2,2,1,1,3,2,3,1,2,3,2,2,3,3,1,2,2,3,4,1,2,2,5,4,7,8,5,1,6,4,3,2,2,1,3,2,1,4,4,4,1,7,7,4,3,,5,4,4,1,1,,,,,,,,,,,,,,,1965,41.41999816894531,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,,,12,,,,,,,,,,,,,,,,,,,,,9,17.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,0,,,,1,,1,5,2,,9,2,25.0,27.0,2310,80,2,2,,,3,1,,1,4,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,3,1,,1,8,5,3,,,,1,9,,2,1,,2,2,1,1,2,1,4,1,2,3,4,2,2,4,3,2,3,2,3,5,1,2,1,3,2,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,6,10,2006,15,3,6,10,2006,16,21,78,3,3,1,6,10,2006,0.5020999908447266,0.4941297173500061,0.34731751680374146
ESS3e03_7,3,3.7,01.12.2018,143.0,CH,2,2,1,1,1,1,6,6,6,7,2,2,4,7,7,8,6,7,6,8,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,9,6,8,6,8,2,2,2,4,7,1,1,1,8,9,8,9,5,1,2,2,1,4,,4,,2,3,2,1,1,3,1,2,,,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,ENG,2,2,DE,1,66,1,1980,1981,1,1999,1,2004,1,1,2006,,,,,1,2,18,35,75,1,1,2,1,1,1,1,30,35,,60,22,14,22,22,30,50,30,45,70,2,4,4,4,2,3,2,3,2,3,4,2,1,1,2,1,6,4,6,3,1,5,1,1,1,1,4,1,4,1,1,4,2,1,4,3,1,4,2,4,5,1,1,1,4,3,9,9,5,0,5,1,5,0,5,1,2,4,2,4,4,4,1,9,8,6,3,4,2,1,1,2,1,2,,,,,,,,,,,,,,1963,44.08000183105469,44,1968,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,5,7,,,12,,,,,,,,,,,,,,,,,,,,,9,18.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,2,,,,1,,1,2,2,,5,8,42.0,50.0,2131,65,2,2,,,3,1,12,1,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2419,1,,2,,8,8,34.0,5,2,1,,2,3,1,,2,3,1,1,1,,1,2,2,1,1,1,2,1,6,2,2,2,2,5,1,2,2,3,2,3,4,5,5,4,2,2,2,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,26,2,2007,11,54,26,2,2007,12,45,51,3,3,1,26,2,2007,1.0300999879837036,1.013748288154602,0.34731751680374146
ESS3e03_7,3,3.7,01.12.2018,1358.0,CH,2,2,0,,1,0,7,5,8,8,1,1,5,7,9,10,5,3,0,7,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,7,9,8,9,3,1,2,2,2,1,2,2,7,5,5,8,6,1,3,2,1,4,,4,,1,4,2,1,1,3,1,1,,,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,66,1,66,1,1986,1990,2,,2,,2,,,,,,,2,2,19,50,65,3,2,1,1,2,1,1,0,0,0,0,20,16,20,22,25,60,0,45,0,3,3,3,3,3,2,2,3,3,3,3,3,2,3,5,1,6,1,6,2,2,5,2,1,1,1,4,1,4,1,1,3,1,1,2,3,1,3,1,2,5,1,2,2,5,2,9,8,5,0,6,5,5,1,5,2,5,4,1,3,2,4,1,9,7,5,4,4,2,1,1,1,1,,,,,,,,,,,,,,,1964,42.5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,,,10,,,,,,,,,,,,,,,,,,,,,4,17.0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,5,,,,2,0,,1,1,17.0,10,10,33.0,50.0,7137,40,2,2,,,3,1,9,1,2,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,2,1,,2,6,3,3,,,,1,9,,2,2,,2,2,1,1,2,2,5,2,3,3,3,4,2,3,3,1,2,3,2,2,3,4,1,2,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,28,8,2006,12,47,28,8,2006,14,1,74,3,3,1,28,8,2006,0.5447999835014343,0.49953728914260864,0.34731751680374146
ESS3e03_7,3,3.7,01.12.2018,1927.0,CH,7,1,0,,1,1,0,4,5,3,2,3,3,5,5,9,2,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,7,7,5,5,2,2,2,4,7,3,3,3,3,7,6,3,6,1,3,2,2,4,,4,,1,3,1,2,2,3,1,6,,,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,TR,2,TR,1,GER,TUR,1,2,TR,2,TR,1,1994,2006,1,2006,1,2005,2,,,,,,,10,1,18,35,50,4,4,4,2,2,4,4,22,23,25,50,0,18,20,20,17,40,25,30,50,2,2,2,4,2,2,1,2,2,2,3,2,8,6,3,2,6,6,6,2,2,2,4,2,2,2,3,1,2,2,3,3,3,3,3,1,3,1,2,4,2,1,2,4,4,3,3,4,4,3,3,2,4,2,4,2,2,2,2,2,4,2,2,,,,,,,,,2,1,2,,,,,,,,,,,,,,1979,27.0,27,1983,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,1,1,,,2,,,,,,,,,,,,,,,,,,,,,1,8.0,0,0,1,0,0,0,0,0,0,0,0,0,,3,,7,2,1,2006,1,,1,3,2,,2,2,42.0,45.0,9132,93,1,2,,,3,1,7,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,3225,1,,2,,7,6,40.0,1,3,,,,1,1,,2,7,2,1,1,,2,2,2,2,1,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,2,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,16,10,2006,10,50,16,10,2006,11,52,62,1,3,1,16,10,2006,1.0300999879837036,1.3341172933578491,0.34731751680374146
ESS3e03_7,3,3.7,01.12.2018,2468.0,CH,7,4,1,0,2,1,0,3,10,2,3,3,3,5,7,7,5,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,2,1,,,,9,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,,4,1,1,4,4,7,2,2,2,5,8,5,5,5,1,1,1,3,2,2,4,,1,2,2,1,2,3,1,1,,,8,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,2,IT,5,FRE,ITA,2,2,IT,2,IT,1,1962,1967,1,1967,1,1967,1,1,1969,,0,,,7,1,18,35,75,4,5,5,1,4,1,4,20,25,28,57,18,16,18,18,18,50,30,40,60,2,4,5,2,4,1,1,1,3,4,1,1,5,5,5,1,6,6,6,3,3,3,3,1,1,1,4,1,3,1,1,3,1,1,1,2,1,3,3,4,3,2,3,3,5,4,5,5,4,2,1,1,5,2,3,2,5,1,1,1,3,4,2,,,,,,,,,2,2,1,,,,,,,,,,,,,,1947,59.5,60,1944,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,3,3,,,5,,,,,,,,,,,,,,,,,,,,,9,12.0,0,0,0,0,0,1,0,0,0,0,0,0,,6,2003,,1,,,1,,1,4,2,,10,5,43.0,45.0,4100,65,2,2,,,3,4,,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,2,,,,,,,,,3,1,,2,5,1,3,,,,2,1,1,,2,2,2,1,1,1,5,4,4,1,4,1,3,4,2,1,2,2,2,5,1,4,2,4,3,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,25,1,2007,14,28,25,1,2007,15,41,73,2,3,1,25,1,2007,1.0895999670028687,1.062458872795105,0.34731751680374146
ESS3e03_7,3,3.7,01.12.2018,411370.0,CY,7,2,7,2,3,1,1,5,5,5,2,2,4,7,7,7,6,6,6,3,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,7,6,9,5,5,1,1,1,2,10,2,2,3,8,5,7,7,6,1,3,2,1,4,,4,,3,4,2,3,2,3,1,,,,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GRE,000,2,1,66,1,66,1,1969,1966,1,1972,1,1973,1,2,1974,1974,0,,,4,1,16,45,65,3,3,3,3,3,3,3,25,25,23,55,18,15,16,16,16,50,30,50,60,1,2,2,4,2,3,1,1,1,1,3,1,5,3,5,1,6,6,6,2,2,2,3,2,2,1,3,1,3,2,2,3,2,2,2,3,2,3,4,3,2,4,2,3,4,2,6,6,5,1,2,5,5,2,5,3,3,2,2,4,2,3,2,,,,,,,,,3,1,2,2,,,,,,,,,,,,,1947,59.58000183105469,59,1956,1978,,,,,,,,,,,,,1,2,,,,,,,,,,,,,3,3,0,,,,4,,,,,,,,,,,,,,,,,,,,1,12.0,0,0,0,0,0,1,0,0,0,0,0,0,,6,1999,,2,1,1999,1,,2,3,1,6.0,7,1,38.0,44.0,5162,75,2,2,,,3,1,6,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4190,1,,2,,1,1,38.0,1,2,2,,5,1,3,,,,2,1,1,,2,2,1,,1,1,5,4,2,3,4,1,4,3,1,1,3,4,3,5,2,3,1,1,1,1,4,5,,,,,41,,,,,,,,,,,,,,,,,,,,,,25,11,2006,13,15,25,11,2006,14,30,75,2,,1,25,11,2006,1.1240999698638916,0.6646051406860352,0.06283577531576157
ESS3e03_7,3,3.7,01.12.2018,20748.0,CY,7,3,1,0,4,3,0,1,2,5,4,4,2,6,5,6,5,5,5,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,5,9,10,10,10,1,4,1,1,8,4,4,4,0,2,1,6,1,1,1,2,1,2,2,2,2,1,2,1,2,3,2,1,,,,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GRE,000,2,1,66,1,66,1,1950,1965,1,1965,1,1965,1,2,1966,1969,5,1989,2,8,1,18,50,60,1,4,1,5,1,1,5,20,25,25,60,15,18,18,18,18,50,30,35,65,1,1,1,4,2,1,1,1,1,1,4,2,6,8,8,,6,6,6,2,2,4,2,2,2,3,3,2,2,2,,3,3,2,3,2,1,2,1,1,4,2,1,2,1,4,8,7,6,6,0,5,6,3,5,1,4,2,1,1,2,4,2,,,,,,,,,2,1,2,,,,,,,,,,,,,,1938,68.16999816894531,68,1943,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,0,,,,2,,,,,,,,,,,,,,,,,,,,1,6.0,0,0,0,0,0,1,0,0,0,0,0,0,,6,2001,,2,1,2000,2,2,,1,1,2.0,10,0,40.0,40.0,7122,45,2,1,2,2,2,4,4,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,7433,,,2,,1,0,40.0,1,4,,,,1,3,,,,2,1,1,,2,2,2,1,1,1,5,2,4,2,5,2,3,5,2,2,4,2,2,3,1,4,3,3,2,2,2,3,,,,,20,,,,,,,,,,,,,,,,,,,,,,9,10,2006,10,15,9,10,2006,11,15,60,3,,1,9,10,2006,0.7480999827384949,0.8248977661132812,0.06283577531576157
